,Wish You Were Here by Pink Floyd,A-Punk by Vampire Weekend,I'm a Mess by Bebe Rexha,Fight Song by Rachel Platten,Good as Hell by Lizzo,Lemon by N.E.R.D
Needing You Now by Meredith Andrews,0.9477961633569638,0.9444807488590565,0.9566741741172147,0.9689891179790467,0.9297235009917155,0.9434176656363634
Crown Shyness by Trash Boat,0.9637628051801357,0.9582314770349198,0.9594654445020877,0.943201328900389,0.9494912071506435,0.9392942196057696
I Ain't Stressing (feat. Dope Boy Ra & 5 Mics) by Lil Duval,0.9508504128150075,0.9410424103368973,0.9618965366886795,0.9347045749666278,0.9455114665850566,0.9522161185815943
Staring Out the Window at Your Old Apartment by Jeff Rosenstock,0.9711419659559184,0.961662257158365,0.9720949215383022,0.9457829423395341,0.9577682708012121,0.9548488228060441
Motívame by Wolfine,0.9487873774583482,0.9375551822101642,0.956478882813321,0.9318589034105711,0.9437058569235481,0.9465219121181923
Been A Minute (feat. August Alsina) by Sevyn Streeter,0.9570594923895546,0.9498728206251464,0.9653966874595091,0.9507980782686124,0.9510653883850344,0.9516177507084322
Beautiful by Monsta X,0.9607253813519286,0.9551924696436696,0.9687400224192404,0.9566641237215204,0.9549078241396718,0.955511364706751
Geyser by Mitski,0.9653182313801344,0.9579948098998073,0.972590116488357,0.9488042819386678,0.956375658374511,0.95739405990085
The Rising by The Underground Avengers,0.9623707398782199,0.9524289634217145,0.9716674829555216,0.9526739173835631,0.9522598161628919,0.9594441424077067
Tamo Open Yo by Dj Kass,0.9429949948877845,0.9372580615978099,0.9531893753453159,0.931103652138773,0.9391204636535302,0.9387056204677211
Location Remote by Curren$y,0.9612528075451534,0.951559541853628,0.9696343676524131,0.9458799803071031,0.9555218253665567,0.9568731314485481
Look at Your Hands by Tune-Yards,0.9436658071244568,0.9369718569977783,0.9562213072310202,0.9424795526268538,0.9319199824594566,0.9451034660372799
Just Like Me (feat. Young Thug) by A Boogie Wit da Hoodie,0.9544149381150268,0.9440723045734973,0.9645265642527165,0.9488625339454814,0.9476170526402747,0.957028841327427
Best Mistake by Seaway,0.9631011203037052,0.9597298589242664,0.9660355796898836,0.9525748397682479,0.9540343604035884,0.9477551644014216
Oxygen by Jackson Wang,0.945717922059605,0.9377200261390303,0.9582923083960847,0.9393399156015524,0.9415114128094803,0.9487595023563782
Lady by EXID,0.9642787725241091,0.9552805879741305,0.9719333570341463,0.9478657262318411,0.9559151562840714,0.9573722778099961
Hate the Way You Love Me by John Paul White,0.9641277524467972,0.9525835550299397,0.9657737755582942,0.9425817316177667,0.9493165052149521,0.9512445855080637
Your Best American Girl by Mitski,0.9626218736547091,0.9599899648344496,0.9715020799937738,0.9513776497869837,0.9529584271394236,0.9567184868504276
Sunrise by Our Last Night,0.9676576679117581,0.9609157335493274,0.9734957621590538,0.9551829848542828,0.9569491187380892,0.9574728847628418
How Does It Feel by Saudi,0.9614757184558154,0.9509488929738205,0.9694145241100348,0.9475181733924216,0.9539284791063589,0.9581774457240608
Wildfire by Mandolin Orange,0.9653672840390397,0.9541779855532011,0.9640994090624091,0.9380457342305036,0.9486403993182512,0.9459280995984127
Whaddup Doe (feat. Mozzy) by Derez De’Shon,0.9541761893565114,0.9471217275207086,0.9643215805449741,0.9462062026723255,0.9474856058413477,0.9515567225799557
Korova by Butcher Babies,0.9598701404355893,0.9549739974831052,0.9614471910532331,0.9448350783328103,0.9485624527801239,0.9440570920806475
Backstreet Baby by Dana Fuchs,0.9588926936816912,0.95454020554922,0.9595704513657719,0.94006091711397,0.9432648751460226,0.938917411517082
Virgins by Death From Above 1979,0.9621170595549138,0.9577518449543168,0.9671207347917097,0.9515864727326607,0.9467904709901398,0.9493341981949455
Come Closer by Boy Harsher,0.9617605899697588,0.952716477668306,0.9691763599203419,0.946567548847046,0.954911272416832,0.9544166747168548
Bad Things by Cults,0.9578735253224715,0.9512592129496578,0.9561878801487389,0.9357326681434608,0.9489097908519464,0.9349013261777799
So Help Me God by Phonte,0.9606973745495241,0.9536632808544202,0.9676429690662053,0.9437740816848283,0.9532485613772322,0.9542822787643027
Into the Mirror by Minus the Bear,0.955752776403142,0.9536797768628711,0.9629140301307628,0.9579517122828805,0.9451106514040944,0.9514401717508222
So Far Away by Agust D,0.9662111937813843,0.9608217266609034,0.9719968403146619,0.9458648407042047,0.9560988919092703,0.9540580738071055
Die Young by Roddy Ricch,0.9497726133475458,0.9406799659097849,0.9549060491140768,0.9352743892855777,0.9398815901791728,0.9430643534032671
Black Star by The Faceless,0.9607037102155902,0.953250787877219,0.9685839910025462,0.9439216138567935,0.9541991098223247,0.9573658119226303
Wake Up by Tilian,0.9592368628916355,0.9486685349989128,0.9615067860899169,0.935671907880442,0.9515971353194708,0.9466728326892528
4 Gang by 42 Dugg,0.9454345291372989,0.9413081638981972,0.9534595974076907,0.9340307465236022,0.9412270281723962,0.9437922413611501
More Like You by Trophy Eyes,0.966700738961835,0.961167118870561,0.9673581906994231,0.9489869877172776,0.9526891186635214,0.9484751701728413
Quittin' Time by The Wild Feathers,0.9580523272405048,0.9550046748304138,0.9639937742274004,0.952892506162447,0.9464619295270267,0.9461705517541907
Wreck You by Lori McKenna,0.9675540777623525,0.9586163651768498,0.9696359989817072,0.9432039747258238,0.9515050567781733,0.9517531955049656
Hands of Gold by Peter Hollens,0.9561031350576586,0.9434841489721391,0.9526193392928586,0.9256816255248553,0.9421781832223315,0.9367871902979816
Every Single Night by Computer Games,0.9606611525426667,0.951360481831327,0.9652906563774342,0.9480484996009022,0.9460332788081443,0.9525045261892212
Sinking Me by Thousand Below,0.9669234660689635,0.9605788510296422,0.96956840422114,0.946454198632315,0.9541122851407082,0.9506845489707137
Mama Don't Make Me Put on the Dress Again by Trixie Mattel,0.9582347463961112,0.9501230191697219,0.9589341935806655,0.9359319168097566,0.9437084459079996,0.9431256338513461
GFY by Dennis Lloyd,0.9590766116878542,0.9478776346427775,0.966272962377003,0.9415276387912583,0.9494109583075709,0.9551770398194899
Never Enough by Loren Allred,0.9583416937153137,0.9515057808297238,0.9602580657016251,0.9379336982124231,0.9506803517511375,0.9444700440556549
See Me in Shadow by Delain,0.9686190907152376,0.9591851056250744,0.9708081129732467,0.9470939506055591,0.9595912387902696,0.9546801617539968
In Your Phone (with Lauren Jauregui) by Ty Dolla $ign,0.9533779672327681,0.9442366875712326,0.961954260456681,0.9360065948479216,0.9492537838856209,0.9526326094581927
Worth the Wait by Caroline Jones,0.9588891505307777,0.9502094240636998,0.9671990653646363,0.9380215624277011,0.9496564556301736,0.9536604514339679
Sweet True Lies by Beast In Black,0.9677463892743631,0.9616621494148281,0.9679003182585304,0.9474701648716226,0.9545997057176983,0.9479058619432486
Different - Acoustic by Micah Tyler,0.9591758800595773,0.9518518722867326,0.9610028319572848,0.9522118777246354,0.9468114534182063,0.9447086752755197
Pull Up by Saudi,0.9583465091164423,0.9464104526107934,0.9653467159459739,0.9472327088640875,0.9432779259945059,0.9554218725547452
Vibes (feat. Slimmy B & Yhung T.O.) by SOB X RBE,0.9566361842547579,0.951206944918106,0.9666047705927487,0.9475751617000469,0.9546580061041209,0.9549250340673081
If We Have Each Other by Alec Benjamin,0.9558218787700161,0.9484023940711077,0.9600162171871679,0.9517846959055091,0.9424878213277941,0.9458957103116314
Applause by Tiny Moving Parts,0.963189302558433,0.9576185139159941,0.9653842971092013,0.9508914870507789,0.9505571554403569,0.9472240487116423
Young & Invincible by Zacari,0.963058328443988,0.9547391685399114,0.9607890975584817,0.9449929637064577,0.9500337377588959,0.9408381586812089
Lantern by Sleeping Giant,0.9680331514253879,0.9616073069116361,0.9694761291657515,0.9496489279424762,0.9566524943296429,0.9505528321702452
Cristina (feat. Shelow Shaq) by Maffio,0.9512066299744011,0.9455709492699959,0.9575536353209829,0.9340457286543985,0.9492051323058956,0.9438680591784399
Sit Down by HoodCelebrityy,0.9448349143122998,0.9398869283092433,0.9566770200564095,0.9497604255992225,0.9403227113918518,0.9470692485228955
Slit Wrist Theory by 36 Crazyfists,0.9660454101219185,0.9601710044496534,0.9698467871580021,0.9479552805766762,0.9592408393688934,0.9549850486124867
Down with the Ship by Cokie the Clown,0.9537602255817643,0.9429503863218429,0.9457729744339269,0.9246987300174453,0.9359921070970337,0.9239203525174132
Shoot Me by Day6,0.9610329562075883,0.9530596226352432,0.9638846642567853,0.9386233469076446,0.958128395818614,0.9485632866586408
Kool Kid by Layton Greene,0.9470423489940003,0.9386126038416389,0.9578034851425644,0.9400414813258354,0.9429244085124604,0.9481972197986734
Heart Like a Levee by Hiss Golden Messenger,0.9588144968345792,0.9483921184088424,0.9595436692897061,0.9345918927082504,0.9489396643772586,0.9425447981354504
The Crawler by Ty Segall,0.972221184595695,0.9651195245769778,0.9703017574592853,0.947319845642816,0.9579741939861971,0.9511503800369604
Giving Back the Pain by Afterlife,0.9647149502292263,0.9625850652427187,0.9674320472012119,0.9642362669603456,0.95010417455903,0.9515814024584512
Wolf Totem by The HU,0.961478880004452,0.9588829045818215,0.9645081447892947,0.9688429022829242,0.9452115379429862,0.9472651101383703
Amsterdam by Nothing But Thieves,0.9623068415021162,0.9531339531400729,0.9660139352075781,0.9382367801946865,0.9486466607127096,0.9491915617965343
Holding On by Afterlife,0.9656179290508877,0.9598085153925033,0.9684195651999922,0.9446809756068038,0.95843481411508,0.9519434485251006
When The Party's Over by Kina Grannis,0.9589024120209404,0.9471477213410682,0.9636553723373676,0.9380999752299006,0.945173451421549,0.9504563590166298
Sister by Tracey Thorn,0.963676555866464,0.9536051414912126,0.9720050052801572,0.9499327148743218,0.9574334572934521,0.9590216712148559
Santa Fe by Beirut,0.9624450134617724,0.956065854587085,0.965044340726586,0.9402882369183085,0.9522243935416166,0.946876763596084
Mare of My Night by Týr,0.9616927179200324,0.9557762824069884,0.9668620859490263,0.9408889673380059,0.9550913408860267,0.9516327543597998
The Negative by Keala Settle,0.9608484200517727,0.9519322784402559,0.9649104634872385,0.9413773364201822,0.9516264201218984,0.950362281277414
Against Them All by Stick To Your Guns,0.9651589320808929,0.9591230617452443,0.9696612262795097,0.9460344474636189,0.9571605288310175,0.9530198168541661
Alive by Sons Of Apollo,0.969870985117441,0.9608829577225726,0.9717687623672422,0.9494328075564316,0.9570009115604405,0.9557987206071091
Love American by American Nightmare,0.9664066647488154,0.9596595191301991,0.9710291803272361,0.9448208494754791,0.9574334001228605,0.9565812066363563
Hand of the Divine by The Agony Scene,0.9549398804171998,0.9483170312347684,0.9585936792089904,0.9344078737164702,0.9441728219439114,0.9421524388815665
I Hate My Roommate (feat. Zack Hansen & Ileigha Kohoutek) by Whitney Peyton,0.9570229577166585,0.9494708103225946,0.9667509565605976,0.947297801727247,0.9474768091185612,0.9537711859698499
Yuve Yuve Yu by The HU,0.9664420863909985,0.9598479213597424,0.9717143109083961,0.9502157717676465,0.9549260539638479,0.9575317307985705
Lovesgottahold by Noah Mac,0.9600488780553156,0.9486494567531023,0.9650445663555407,0.9395223772198461,0.9446367933299118,0.9493647621221231
Are the Good Times Really Over (I Wish a Buck Was Still Silver) by The Steel Woods,0.9609113053347372,0.9512424333634877,0.9562455701195416,0.933751030450972,0.9437345305161743,0.934297088067215
Victory in Jesus by The Singing Contractors,0.9347899340112416,0.9263964605796788,0.9445223003068206,0.9177419101220656,0.9336605035062369,0.9334965846903461
Ego by Lali,0.9612418912215855,0.9539940527107569,0.9669802699193327,0.9419021443826795,0.9526031965275593,0.9506594498879996
붙잡았어야 해 by ASTRO,0.9658633119296947,0.9594600220657056,0.9697498981326305,0.9539393349815236,0.9506608866063644,0.9532194052811727
Woken Furies by Gunship,0.9519015756327245,0.9510552634855071,0.9614616348997418,0.963685883268499,0.9399742735093675,0.9476553358855938
Tough Guys by Caroline Jones,0.9580767187628748,0.9532733922417432,0.9689928509947097,0.9451853254053635,0.9448335382001073,0.9465673967586126
Call You Names by Tenille Arts,0.9642812477493233,0.9555463589392267,0.9688929251135373,0.943962806937648,0.9535833460623824,0.9516331443188973
沒有意外 by KUN,0.9557612218646521,0.9465363613664444,0.9521375185271777,0.9370336893373603,0.945105321098922,0.9385128669214116
Dreamsicle Bomb by Black Moth Super Rainbow,0.9624567697796077,0.954121252403717,0.963906887737737,0.9549910150255968,0.9463728026238523,0.9499552934331599
Between Sleipnir's Breaths by Sunn 0))),0.967640588190191,0.9606935343178189,0.9663455034417486,0.9427780437696557,0.9543201048298013,0.9477506354575286
sea dragon (feat. Mario Camarena) by Covet,0.9674627596092154,0.9582695691967855,0.969358376102491,0.9442059328527718,0.956255573212036,0.9506731905500138
Berlin Got Blurry by Parquet Courts,0.9686362984451173,0.9589610331539322,0.9660817928804781,0.9437697549539055,0.949761025137114,0.9467255977790767
Aint Love Strange by Paul Thorn,0.9504554061816748,0.9407517361218455,0.9574286170897887,0.9402652077319937,0.9387491296990782,0.9477865661211349
I Follow You by Melody's Echo Chamber,0.9597965732236955,0.9528647407270003,0.9557783564532123,0.932441431908557,0.9516760425236057,0.9361277088792106
Leaked by Lil Tjay,0.9559461525622197,0.9458399879106876,0.9612855379113525,0.9377530414058506,0.9405728393997922,0.9421360280529457
Fall Afresh by Bethel Music,0.9675192417761426,0.9548532696914269,0.9654733950601226,0.936957966190165,0.9524171508641626,0.9470405661366439
RUN IT UP by Dame D.O.L.L.A,0.9535054267663914,0.9461221893115559,0.9617056532196712,0.9383816651194565,0.9477595461111044,0.9484623421417171
Jesus and My Momma by Gabby Barrett,0.96080630091599,0.9553427985161336,0.967764704939184,0.9454453338763321,0.9518130326547503,0.9536605802728151
Shhhh by Jacqueline Piazza,0.9637255301959843,0.9536421426152296,0.9656400657459627,0.9458886732048145,0.9508037147818326,0.95090679339803
Home Body by Lil Durk,0.9544249760784005,0.9475419178893328,0.9637884046399896,0.9508673043243002,0.945149996443853,0.9504365138007916
Coming Home by Sons Of Apollo,0.9650061545031307,0.9610611987876501,0.9686274165996098,0.9543605128782332,0.9521545125899589,0.9497162362693676
On My Own by SAFE,0.9568560279885432,0.9507881933259187,0.9638035071548022,0.9501731352172318,0.9429977729596569,0.9511055267291687
Bigger Than Us (feat. Paul Rey) by Dame D.O.L.L.A,0.9643716839822507,0.9570686420279046,0.9700165190711363,0.9550512544532141,0.9539821796701501,0.9569266617385215
Don't Let Go by GENTRI,0.9578772702269902,0.9498906446058827,0.9550228350638331,0.9316069909911202,0.9389999798527843,0.9316810397087565
Blitzmensch! by Blitzmensch!,0.9650909632547039,0.9581120516930478,0.9636681983944143,0.950933367253493,0.9490276729741975,0.9444062915430834
"Goodbye, Dear Friend by Deer Tick",0.9472786704568501,0.9386261530356845,0.9407645190634435,0.9148272883377117,0.9347238662374763,0.9190314577357459
Die for You by Otherwise,0.9623565507482964,0.9561636062165899,0.9659341354391882,0.9499727573059035,0.9521593451259902,0.95298022239616
Tracy's Song by Yung Bleu,0.9642816248104922,0.9567589746712883,0.9685109459057102,0.9455624044429343,0.9546262406158111,0.953234529816652
Kate McCannon by Colter Wall,0.9692865108084701,0.9555816464623468,0.96755053762693,0.9495128197345645,0.9544250984816446,0.9501230383878569
Something by Phonte,0.9687672680016304,0.9581393329218656,0.9731193174178593,0.9507147903723945,0.960000609456632,0.9591310508235797
Abba by Kymberli Joye,0.961081992195205,0.9505058210161285,0.9667404146297276,0.9484229909753985,0.9523618175004058,0.9548938880028744
Let The Devil In by Grieves,0.9600272126382537,0.9503907152829798,0.9681372078655011,0.9421570193068918,0.9518477345954091,0.9564692095872969
Cosmic Cave by Ex Hex,0.9694795536759264,0.9612900607811877,0.970934801714646,0.9483936407000368,0.9612191785075372,0.9537325459276449
Sunset by The Midnight,0.9606292474259481,0.9515839241425605,0.9676730885484012,0.9426022697103176,0.9583699114454085,0.9552550502035897
Lily by Alan Walker,0.9595959828798413,0.9486719518104945,0.9643278282128298,0.9331133062435133,0.9528151903945116,0.9501777080962984
Picture Me Better by Weyes Blood,0.9655914964531875,0.954122579206037,0.962447465520565,0.9428984492691073,0.9492290414933703,0.9451335574681086
In Time by CAZZETTE,0.9616409181111576,0.9570866583620021,0.9714903394804505,0.9531819394577131,0.9572318741787889,0.9579526814573871
I Don't Know Why She Ran Away by Justin Courtney Pierre,0.9594195924065155,0.9523825988118332,0.9641952196873316,0.9507515466714198,0.9437566188295667,0.9468615501489015
Furious by Bethel Music,0.9562692995316633,0.9520181035225779,0.956585567451131,0.9631534827971084,0.9354470730751869,0.9395472066965345
Got It Going On by My Silent Bravery,0.9553992101638136,0.9485610154197471,0.9650922495920676,0.9469745336261848,0.9444201161355035,0.9533047999333888
Black Serotonin by Hail The Sun,0.9436612732544767,0.940106263164928,0.9499004914130972,0.9508514622772382,0.9205073936017862,0.9336100740664741
Late by Blac Youngsta,0.9561202371816238,0.945723900998513,0.9664762393300236,0.9401947621880923,0.9517793098493034,0.9546241757761755
Garis Terdepan by Fiersa Besari,0.9585436218184257,0.9420501648874418,0.9581953312218591,0.9334516832374716,0.9411213913351248,0.9445916129152848
Shake the Frost (Live) by Tyler Childers,0.9645108228371979,0.9514456097484374,0.9604145461833202,0.9345790428392211,0.9445208776687177,0.9429959027062023
Time's Always Leaving by The Lone Bellow,0.9666176646698131,0.9573696920829459,0.9687893639462298,0.9460068677586932,0.9549365536335371,0.95210082334966
Melt by Big Red Machine,0.97164325585377,0.9620814679687897,0.9662275198733135,0.9438484328435504,0.9551403643030267,0.9434209954282864
I Don't Need No Help by NLE Choppa,0.9409689830005816,0.9342635811384039,0.9522603929254637,0.9255502613904163,0.9394128352764651,0.9404680117904338
Losing You (feat. Max) by Witt Lowry,0.9573934333401646,0.9529571598042823,0.9636222919984866,0.9535237129648894,0.9439413637487614,0.9450307415588414
BET BET by NU'EST,0.9657524159631483,0.9574052971007556,0.9715987182833141,0.9461263450396498,0.9587016501055787,0.9571408327032294
C.W.G. (feat. Haystak) by Big Smo,0.9624345336639089,0.9543050746909922,0.9695157750540491,0.9441468422128527,0.952522951779657,0.9551771389527972
Forever Heavy by Black Moth Super Rainbow,0.9640721410684403,0.9535121636515924,0.9598401313022726,0.9378473666660142,0.9552446725366073,0.9410704287240013
Excuse Me (feat. Too $hort & Dcmbr) by Mozzy,0.9510871613247093,0.9384265550655042,0.9608127858324677,0.9332376718093407,0.9421419605490897,0.9432647488082904
Tripping by 42 Dugg,0.9593361076054209,0.9512757905099835,0.9674123386395459,0.9429294282770129,0.9539538593662278,0.9544092768657129
Diazepam by Turnover,0.9693082917260354,0.9589363663578323,0.9661011023740362,0.9480283691311739,0.9485259731444218,0.9470432427535944
The Difference (Goshdamn) by Caroline Jones,0.9646371467808339,0.9570539238949823,0.9711398550368329,0.9438752713894187,0.9576353700135706,0.9559037531176421
Pink Ocean by The Voidz,0.9626450596071132,0.9530831335864972,0.9575822625103662,0.937384514150198,0.9397033318185097,0.9289238636238789
I Know Him so Well by Chess In Concert,0.9647243842537567,0.9522363650075972,0.9587337536754573,0.9316812559677612,0.9533372909175568,0.9398054205115212
Bonnie and Clyde by Grieves,0.9601696321609172,0.9556444838480163,0.963517748430063,0.9503080248043942,0.9460264011927568,0.9444059040136795
Weathered by The Dangerous Summer,0.9680686153774545,0.9587592610939865,0.9664235227414187,0.9419406286365624,0.9568208483384321,0.9477539114968812
Tring Quarry by Trash Boat,0.9508223994068183,0.9483590109315598,0.9567425696523746,0.9490184039567905,0.9433109665969539,0.943199024275976
Buried Alive by War Of Ages,0.9646354411910106,0.9584630382028549,0.9682903842449764,0.9454114631208113,0.9571229313734606,0.9525174207593025
Sunny Side Of Hell by Grieves,0.9652040835970234,0.9555107865564287,0.9681455731224042,0.9457042872691871,0.9544091466934554,0.953143649936689
M.... She Wrote by Tay-K,0.9525386473123962,0.9416490011195787,0.9576969537209479,0.9354733624324822,0.9412952422845704,0.9426319815141082
Ruthless (feat. Jay Critch) by Lil Tjay,0.9594359831131365,0.9479972136291224,0.9708980646506006,0.9447177211695545,0.9520070776609506,0.9608552868672251
Melody Lane by Uncle Acid & The Deadbeats,0.9693537836048141,0.9607636188233314,0.9652532952295239,0.9412796006130733,0.9540242192531957,0.9433664154188767
The Streets (feat. Babyface Ray) by 42 Dugg,0.9511873125517472,0.9417847412187972,0.9594575448354367,0.9391110574101088,0.9444831389394918,0.9572009787618925
Heal the Weak by Big Business,0.9702564783012666,0.9635677906767796,0.9729932153674807,0.9507085306744655,0.9593109529284353,0.9565872057124662
Si Tu Te Vas by Eladio Carrion,0.9581279355183949,0.9494608788865342,0.9664295114105624,0.943995958035029,0.9496473019196833,0.9526228444593934
Hear About It by Nicole Bus,0.9565239688121187,0.9494060052296898,0.9634014172824256,0.9416221884125954,0.9529191360642069,0.9491619223822958
Around the Horn by The Bronx,0.9628997533837955,0.9548603036729177,0.9702399108696355,0.9435039232718742,0.9580760496222358,0.9570159750608804
Raise the Dead by Light The Torch,0.9705983382672634,0.9627066958095962,0.9748640532874809,0.9571808844784429,0.9591198791292482,0.9592823913616555
The Good Doctor by Haken,0.9701431538833507,0.9627915956409622,0.9735521000462821,0.9568452758268766,0.9576171574288486,0.9578193951948549
For No One by Houndmouth,0.9607461585281193,0.9553293500741016,0.9594754943940333,0.9457096530378049,0.9473029152646262,0.9436922609238325
Sally Bangs by J. Roddy Walston & The Business,0.9607185026067155,0.9521313796364475,0.9615523690832771,0.9394986035959731,0.9510735060084676,0.9457362263015728
Weight by Freddie Gibbs,0.9483805455262722,0.9377332952068401,0.9557115773868267,0.9305808592174447,0.938542033769771,0.9438303788893468
Holy War by Thy Art Is Murder,0.9680658093267074,0.9612738580910897,0.9673815289828459,0.9460235259082637,0.9560755784234929,0.947637004479946
Borracho de Amor by Edwin Luna y La Trakalosa de Monterrey,0.9483845260155499,0.9413311343674722,0.952077002088315,0.9314249040215008,0.940861358230072,0.9381036109788121
Stay Down by Julien Baker,0.9662530493914446,0.9529136538632605,0.9628741368781355,0.9341409178379624,0.9481966197373088,0.944589752993052
Como los Gatos by Edwin Luna y La Trakalosa de Monterrey,0.9574378813036094,0.9487448489297841,0.9582718988292498,0.9381065679510296,0.9467365869301494,0.9410087042640367
Forever Alone by Paulo Londra,0.9544604047058276,0.9429430450701242,0.962310566442968,0.9366793122194328,0.9457313523070591,0.9501992319000498
It's De-Lovely by Jan Daley,0.9578798615611803,0.9504517615163133,0.9650831598695604,0.9421495449630399,0.9512362946817368,0.9515666959498602
Best Friend by Rex Orange County,0.9599327967408514,0.9530193684021318,0.9588242648115598,0.9404077722131781,0.943345464881056,0.9398992829745082
Humming by Turnover,0.9684900717596605,0.9609224125310112,0.9691914889952935,0.9562689134251918,0.9535241569779572,0.9517016751740184
Rebel Yell by Otherwise,0.964586195470321,0.9577069236607114,0.963306483508855,0.9393437520725767,0.9489878775721703,0.9462188387892903
Kuntry Boys (feat. Lil Wyte & JellyRoll) by Big Smo,0.9561126620894111,0.9469014379812956,0.9608226612489287,0.940044626849124,0.9465447431193638,0.949025904683796
Terrorize by Cavalera Conspiracy,0.9694248535097146,0.9597532097075743,0.9743581082279584,0.94957964373643,0.9607084317779252,0.9599114057879918
Criminal - WEKEED Remix by Jerad Finck,0.966079206192105,0.9580312347504709,0.9707079004229434,0.9451628674834112,0.9554063935946322,0.9577724717002781
이것만은 알고 가 (Before U Go) by TVXQ!,0.961904676779219,0.9563165747964144,0.971459008676354,0.9534284237019732,0.9544069333111163,0.956533091470617
Ego by Just Chase,0.9597339736518937,0.9516210971402952,0.9637348388065408,0.9511703147703845,0.9440601047632706,0.9477552198635834
Long Time by Lil Tjay,0.9509953644922446,0.9421513367303745,0.9620651101468071,0.9416315740548135,0.9470555213413476,0.9532942192448733
Fish Bowl by Tiny Moving Parts,0.9589419873636201,0.953431297847147,0.9612096335618863,0.9476654828659372,0.9387570971614001,0.9422855853772418
724148 by Agust D,0.9550828339524838,0.9461065284117571,0.9621880023502188,0.9378563132188167,0.9432880460740329,0.948214467753614
"Father, Mother, Son by John Corabi",0.9553442166529029,0.950061564506558,0.9641218606945405,0.9496869113176514,0.9402503247929903,0.9480064264366359
Drop It Off by Lil Duval,0.9564138602767189,0.9462039752367719,0.960098173155152,0.9359876320743307,0.9502326095932937,0.9476918138702219
Rewind by Kelela,0.9555303876554271,0.9472720097524269,0.9638870772297055,0.9433316545758653,0.9537011667584326,0.9523358064235283
To Bloom by Hopesfall,0.9662824013998597,0.9603704368366217,0.9715716651519025,0.9546685588693344,0.9558605559872106,0.9542055620334695
CAPO by NLE Choppa,0.9601833283211397,0.9522931515327395,0.9651076099441306,0.9428518976243698,0.954183832334387,0.9490038244043982
Those Were the Days by Brian Grilli,0.9635598380583233,0.956774714960305,0.9674978152800384,0.9440915251494144,0.9546031967462121,0.9509678974730177
La Di Da by Lennon Stella,0.9614754980639577,0.9507679617027104,0.9661020099128825,0.9449278572774014,0.9520598520937678,0.9534084924084947
Ayy (feat. YG & Logic) by Berner,0.9495480483121732,0.9392473892265174,0.9581068154463508,0.9369628935587057,0.9430329370802168,0.9486767591751579
Tunguska by Hopesfall,0.9665028758798905,0.9609027281152289,0.9711589087214099,0.9488735108346218,0.9581898689842091,0.9534532589392979
White House Road by Tyler Childers,0.9640084153166999,0.9541783162490298,0.9599166089915653,0.9405342976238479,0.9452534393616818,0.9420758289651848
40oz. On Repeat by FIDLAR,0.9193839748018062,0.9187018289160669,0.9279621897621262,0.9363332413372403,0.9029117143293703,0.916193714418638
I Love You Always Forever by Betty Who,0.9578237076607805,0.9481820666594074,0.961510259811385,0.9370895572607355,0.9505202451252457,0.9473389300505679
SIGNS (Detroit's Theme) by Tune-Yards,0.9493887323208785,0.942979070801268,0.958865434999704,0.9461940354585299,0.9442211914914803,0.9457775820562928
Weightless Part 6 by Marconi Union,0.9721613660424293,0.9602848087698523,0.9621089687472715,0.935719966507246,0.9474086175997383,0.9376036110386254
Sensacional (feat. Cacife Clandestino & MC Kevin o Chris) by WC no Beat,0.9550259776817087,0.9465688541943575,0.961817737449198,0.9407555763484765,0.950666917405715,0.9491632827466563
Light in the Dark by Revolution Saints,0.9682798860400978,0.961643958013811,0.9711296034893921,0.9494711121936045,0.9552956868925928,0.9531639329476213
Make You Proud by Saudi,0.9628527824979176,0.9498046397802654,0.9656907185323846,0.9399345409687841,0.9549781227469273,0.9532651298095135
Face My Fears - Japanese Version by Hikaru Utada,0.9569517631825708,0.9514115656734466,0.9668104418069303,0.9444629506946121,0.9470459761575784,0.9532088400366412
Rumors - Mark Shakedown Remix by R3HAB,0.9587792807567614,0.9464590975910465,0.9689956309901286,0.9438363795462887,0.9519191073489426,0.9585447011369131
Cold In LA by Why Don't We,0.9507675048443385,0.9422394735661122,0.9537172292947762,0.9479395269307376,0.9337612746554701,0.9402021266521531
Praise Your Way Through by The Showers,0.9613897959044662,0.9530634831707032,0.9685604723790424,0.9471100239766372,0.9515170410732108,0.9545508362104129
I Don't Mind by Darren Criss,0.9522438563191187,0.9463232281309093,0.9512546635005171,0.9542628145241383,0.9364682431526564,0.9375167915902312
Calm Before the Storm by Light The Torch,0.9680210465731066,0.9616573627150242,0.9738765876722406,0.9541607188764174,0.9585510972337735,0.9587300682381361
Bay Dream by Culture Abuse,0.9658783140114982,0.95854703869823,0.9698722833455835,0.9467238854847234,0.9557497044866641,0.9522072812388501
Don't Let Go by Adam Cunningham,0.9680664670708908,0.9604294541335046,0.9670645338041752,0.944202008767846,0.9523469810548962,0.9470537334497928
Young Fathers by Typhoon,0.95636458387831,0.9519322219623793,0.9628051994382113,0.9403132217838726,0.9457033345436021,0.9472439508950161
Living Through My Heart by Art Tawanghar,0.963360441210018,0.954989892805364,0.9644077225486223,0.9419869364587319,0.9493729530336823,0.9459481606780257
In Reverie by YOB,0.9695634009998645,0.9611075530571542,0.9671373697940165,0.945098821932099,0.953646546786153,0.9476063760377417
