,Wish You Were Here by Pink Floyd,A-Punk by Vampire Weekend,I'm a Mess by Bebe Rexha,Fight Song by Rachel Platten,Good as Hell by Lizzo,Lemon by N.E.R.D
Can You Hear Him by Kamasi Washington,0.970757243253594,0.9629845842885298,0.9659988491565544,0.9519945663795834,0.9546618475369448,0.9463755231721711
Hurts Like Hell (feat. Offset) by Madison Beer,0.9532815919444726,0.9431985043120713,0.9620267286454343,0.9307053288428611,0.9547170158774106,0.9479760610196117
Dark All Day by Gunship,0.9618107372530103,0.9528885051903083,0.9707622533193119,0.9450812202426948,0.9566751177593242,0.9585556158815893
Warrior by Reagan Strange,0.9618319173571419,0.9518391120042895,0.9601941292691196,0.9377774888021917,0.9474623914509167,0.9397131217865042
Soltero by Jon Z,0.9582391317101867,0.9494624287502366,0.9643516467947184,0.9412403286614262,0.950643296540742,0.9483858395629506
Drive My Car by Landon Cube,0.9545223615104745,0.9446990064919674,0.9544645848716433,0.9336887633274272,0.940946776004491,0.9402023666451723
Mad Crazy Love by Tenille Arts,0.9629183451997241,0.9546862896496849,0.9657467967486488,0.9453525454653379,0.9534923659226225,0.9500795616621363
The Great Divide by Light The Torch,0.9571217187953813,0.9555650398338196,0.965742311493367,0.9617445624190892,0.9463961077510595,0.9506625479973604
Sunset Shore by Týr,0.968478888701947,0.9593706504647015,0.9689223386897197,0.946692191765889,0.9556028893670447,0.9503653899464432
Wait so Long by Trampled by Turtles,0.9639394328034508,0.9545762026435122,0.9620384576135736,0.9462706415344576,0.9432757385540467,0.9418112977093251
Black Orchid by Justin Furstenfeld,0.9556308607437711,0.9408510195572535,0.9505624938144208,0.9207213272148345,0.9462387727882929,0.9347263582105785
Hatsukoi by Hikaru Utada,0.9693793629174877,0.9567410442021747,0.9605294960118032,0.9383546681618905,0.9485488290589789,0.9389089409577223
1994 by Alec Benjamin,0.9562094484251442,0.9462137336229124,0.9603389517470131,0.9452735698577595,0.9479188514947415,0.9473307147847408
Lay Down by OMB Peezy,0.9583563266476152,0.9489280173749667,0.9628063356263422,0.9415449642792428,0.9482957283593879,0.9493583980675484
The Friendship Song by Laura Jane Grace & the Devouring Mothers,0.9653512370052597,0.9579503833845496,0.9686464423554734,0.9503735969998817,0.9530012194234786,0.9528419973244966
All These Kisses by Tammy Rivera,0.949121766617086,0.9377770562702585,0.9595455029035467,0.9380069830662596,0.9450425764190208,0.9525869996473427
Victory by Trampled by Turtles,0.9634881810548713,0.9521307724892087,0.9629302736712919,0.9447957803803897,0.941714001368281,0.9428170245820491
Water Under the Bridge by The Lone Bellow,0.9578207433798045,0.9468716706576625,0.9556123261005809,0.9352412947426892,0.9420144634957202,0.9374654574852879
Powercore by Nekrogoblikon,0.9486611025248896,0.9501036718501121,0.9517732858706469,0.9605468780443702,0.9349882323436489,0.934626100971661
Believer by Emily King,0.9555164419846199,0.9460265606535806,0.9597537645871672,0.9437277816873615,0.9393590838906161,0.9469119055774728
LA by Boy Harsher,0.9577487518188954,0.9483559441745963,0.962377241441872,0.9409269966740027,0.9503317722994754,0.9500828934165455
Unappreciated by Yung Bleu,0.9503466813096044,0.9402758307452705,0.9575115903651837,0.9417484354552852,0.938100559245864,0.9455006230348427
Going Nowhere by Darren Criss,0.9639481585045497,0.9555392451780759,0.9662498008400497,0.9500311582771972,0.942780149101673,0.9481467181283574
Work This Time by King Gizzard & The Lizard Wizard,0.9551339303455617,0.9515447240619661,0.9601189442528153,0.9337478545739026,0.9444011863697925,0.9425727877631322
Criminal by Prof,0.9622330652009554,0.9501963002534396,0.9600877170720674,0.9336553683881664,0.9487780908770821,0.9438178069487952
Modern World by Wolf Parade,0.9658285967719111,0.9574098753000037,0.9597223525093111,0.9444258636232389,0.9467255375118341,0.9377169742569689
Saint Claude (Version Française) by Christine and the Queens,0.9560287417123153,0.9486573992191387,0.960983876437054,0.960806245777879,0.941502219124622,0.948047705900223
I Got Angels by Emcee N.I.C.E.,0.9566255108225978,0.9466337196427554,0.9666607651852525,0.9449711354339159,0.9522716526595614,0.955524300566105
ICY GRL by Saweetie,0.9489775620623931,0.9405293846984333,0.9609733605363505,0.9387617856705454,0.9418117374242045,0.950837958856479
The Race by Tay-K,0.9453599432105597,0.9377655000903125,0.9564215382139847,0.9307127702681718,0.9412308063504607,0.9456085022973719
Going How I Came by Albee Al,0.9500073948883817,0.9465351034782533,0.9609077332103119,0.9421697190783151,0.9453067313084911,0.9535036578316044
BLING BLING by iKON,0.959019968443583,0.9535513230335,0.9656329863342279,0.9452305119236988,0.9498115154010145,0.9494746989099412
People Lullaby by Big Red Machine,0.9709209934501508,0.9615927131372441,0.9625648376859695,0.9438405865199915,0.9471653174624777,0.9373976212743376
Screams Turn to Silence by The Agony Scene,0.9543238449876964,0.9519214034101668,0.9668923020641269,0.946311531724079,0.9484026323033614,0.9530156884106558
Left My Woman by The Wild Feathers,0.9649761004820727,0.9543315675041523,0.966292130099899,0.9429849637859102,0.9569984721508349,0.952081251227176
Chapstick by Jacob Sartorius,0.958851940585984,0.9449386151174071,0.965134572166844,0.9399205847953463,0.9501944473290718,0.9545198655912368
Modern Day Cain by I DONT KNOW HOW BUT THEY FOUND ME,0.96704596503416,0.9619138914913069,0.9720287647937523,0.9481784108829981,0.9600382120330833,0.9563260459143343
Selfish - Radio Edit by Stephanie Quayle,0.9618314256750299,0.9509456254995836,0.9637324792479498,0.9436825490677354,0.9525752989127401,0.9477891047752174
Poltergeist by New Years Day,0.9640064705039406,0.9565260440833675,0.9704199671483988,0.9445713369765638,0.9604033770401894,0.9568890545976176
"Take Me Home, Country Roads by The Band Of Heathens",0.9603708998444258,0.9524763874150937,0.9628286775052476,0.9430874644441314,0.9386416949898093,0.9464646391919569
Giant (with Rag'n'Bone Man) - Weiss Remix by Calvin Harris,0.951216872612888,0.946236023409765,0.9657377938755939,0.9459798757106831,0.9466609447736956,0.9555275100784053
Monochrome (Pensive) by The Contortionist,0.9684447787749864,0.9602699211141486,0.9718713241272463,0.947301574291987,0.958274927092662,0.9548143163672623
Manic Depression by Laura Jane Grace & the Devouring Mothers,0.9697409441939011,0.9610716324451402,0.9694622217362091,0.9458561600871043,0.9543194282025727,0.9506467427742114
A Lo Que Voy by Virlan Garcia,0.9533719864171739,0.9453291727436413,0.9519686916199623,0.9349847144504733,0.938652832428508,0.9364627658111253
Honey by Moose Blood,0.9700953590634507,0.9636011361806456,0.9735545606203253,0.9504206678978411,0.9578195721763154,0.9551587831100015
Veneno by Anitta,0.9469178267902492,0.9370518936881372,0.9542520050981937,0.9360507857883056,0.9444993073773992,0.9414472851290112
Every Second by From Ashes to New,0.959260458000988,0.9522990865009529,0.9681391227545064,0.9435932282390719,0.9545417682312869,0.9558078335381774
Wasted Nights by ONE OK ROCK,0.9587763241558698,0.9547604585661393,0.965695706061824,0.9616728454494848,0.9426679633586081,0.9517299727076425
Do Me Like That by Tammy Rivera,0.9531032692538292,0.9472507453585973,0.9648396682940312,0.947224662093302,0.9467945016215266,0.9527071416777395
Fortnite n Chill by Ricegum,0.9581981335276136,0.9467450932356485,0.9604632254124659,0.9363347405927469,0.9471716731098386,0.9468850574133829
I'm Fine by CyHi The Prynce,0.9627616224932649,0.9515278244791913,0.9670778943041207,0.942706674285178,0.9526663304301497,0.9534201665642055
Not That I Want To by Starflyer 59,0.9664689593572403,0.9561642246215075,0.9656456053036448,0.9413739276385436,0.9550043802224835,0.9503970476521498
Extremophiles (B) by Allegaeon,0.9686993390219727,0.9625570441587203,0.9716175235568231,0.9525833222676421,0.9561248022609241,0.9541763856872821
Trust Fund Baby by Why Don't We,0.9597500273969798,0.9495005764843272,0.9662858935933695,0.9454530905919938,0.9548063520807302,0.9536198063174283
Anna Lee by The Steel Woods,0.9694206564023922,0.9588375497582187,0.9663478570699792,0.9464062125484025,0.9515631425177804,0.9471733185577953
Lose Lose Lose by SWMRS,0.9644478340085121,0.9555556982005653,0.9729990654370955,0.9471357050442184,0.9582302155621711,0.9596076322582214
On One by The Bonfyre,0.956104745068565,0.9462889674070898,0.9624584789626331,0.9402175756983067,0.9497270691654802,0.9473333380923793
Do It Again by Dani and Lizzy,0.9552785362065399,0.9471172218758896,0.9657753334472118,0.9362787134189648,0.9511658972624575,0.9507176369968898
Mood by dvsn,0.9654847559552895,0.9502892589781509,0.9682642908208049,0.9442498959588835,0.9533098430155397,0.9536087499152298
High (feat. Danny Brown) by Freddie Gibbs,0.9672842347721718,0.9573306838565359,0.9720371498346179,0.9464088846694702,0.9588792845560303,0.9568593054263024
Come Closer (feat. Queen Naija) by A Boogie Wit da Hoodie,0.9523467684550131,0.9440563179558685,0.9591340180722288,0.9387499182332026,0.9418885480387331,0.9449810847527683
Gangsters Paradise by Like A Storm,0.9652806238125762,0.9588005616073487,0.971164220618455,0.951567815380853,0.9557626039527666,0.9561167884909756
Fate by Gruesome,0.959942566498317,0.9543997019206145,0.9684805973302155,0.9461349869512091,0.9516167698337661,0.954952158596459
Junior High by Baka Not Nice,0.9478162509998205,0.9385873497343892,0.9600102149885065,0.9382159721166625,0.9444600858392443,0.9503797709477035
You Are A Runner And I Am My Father's Son by Wolf Parade,0.9510743920107811,0.942405695713493,0.9535127136338739,0.9331299480320462,0.9390083989164396,0.9406966961175813
ANIMAL by FEVER 333,0.9627337231080404,0.9564125328450963,0.9690989464842596,0.9612223394034576,0.9521353386688545,0.9567756252999897
What a Time to Be Alive by Superchunk,0.9656377922892301,0.9590848551332988,0.9715091360756625,0.9505654804852055,0.9557431923414886,0.9547530854853976
Dead to Me by Yung Bleu,0.9561735134655343,0.9450510770884859,0.9637721350579833,0.9426138619355364,0.9461390804273909,0.9532544189439487
Rituals of Power by Misery Index,0.9668741647553734,0.9611022740290369,0.9731154460552399,0.951693824934279,0.9595832201757197,0.9578181395845807
The Greatest Show by Hugh Jackman,0.9548926538078959,0.9500952686053039,0.9619018610433072,0.9541135634604107,0.9419536885728778,0.9445606178227755
Plenty for All by Hot Snakes,0.9609791356355089,0.9572205780295169,0.9619166904547417,0.9415026306182536,0.9476918949441144,0.9402658964485705
Drug by Simple Creatures,0.9622589948562701,0.9595239236314806,0.9712319506912261,0.9596536763743984,0.9503809768575442,0.954270661828091
Undone by Justin Courtney Pierre,0.95587600958753,0.952914487788667,0.9540795654144778,0.9533679239893227,0.933354432471903,0.9358969962560362
The Knock by Hop Along,0.957435337575405,0.9482712883435767,0.9559466478139196,0.9294802356566375,0.9472268384927394,0.9350689311839399
Blackout the Sun by Last in Line,0.9563967295727396,0.9527284864536831,0.9603800178948795,0.9331299419695924,0.9485469247213235,0.9452300659908847
Johnson County War by Ned LeDoux,0.9635875025587627,0.9552153867724483,0.964060794382216,0.9514286954709538,0.9469221868327167,0.9484446859897966
Big Church [megszentségteleníthetetlenségeskedéseitekért] by Sunn 0))),0.9667520990455092,0.9592346797410958,0.9609399201719298,0.9402843864853923,0.9476431272548524,0.937504779409269
Past My Prime by Greensky Bluegrass,0.9670787300837952,0.9556215803270782,0.959095875648168,0.9373632103453584,0.9484525730392132,0.9387085777608488
Morning Everything by Justin Furstenfeld,0.947603292937409,0.9345982418294588,0.9478710859006018,0.9201050330348427,0.9373916944175733,0.9305039636486503
"As Above, So Alone by Copeland",0.9663630002634057,0.9556175546725352,0.9637022418682121,0.9419688149983549,0.9507169513351545,0.9460779877713844
Under The Sun by Tal Wilkenfeld,0.9628395696853237,0.9582589057540172,0.9604231342392061,0.960992275024894,0.9370773239785556,0.939470408651769
Prey by The Agony Scene,0.9600821037647498,0.9547518574551228,0.9655529488554028,0.9409664077461768,0.949078606645539,0.9486670818488341
Cry for the Moon (The Embrace That Smothers Part 4) by Epica,0.9684348863310261,0.9603878393559371,0.9715349726961103,0.9461636975213792,0.9541000989327248,0.9552762744271598
Get Back Up by Emarosa,0.9687541595862313,0.9603413046943238,0.9726240623811946,0.9534729582188103,0.954521855765865,0.9566002031719485
Sleep Is For The Dead by Enterprise Earth,0.9685954500664601,0.9626039452692013,0.9729045646885456,0.9518266279418977,0.9599981365773276,0.9561804514593457
Stronger Than Whiskey by Jon Langston,0.9658598240450995,0.9592941844047169,0.9699070296713808,0.9449027902967841,0.9540460389591092,0.9504083748258092
Married to the Noise by Stick To Your Guns,0.9645603649377983,0.9615649607388345,0.9685490923864883,0.9541927009260168,0.9563594984448527,0.9490341729243505
Outrunning Karma by Alec Benjamin,0.9699484571162874,0.9606561113044212,0.9699252584133609,0.9493073872528646,0.9499599635620051,0.9513757070577028
Folsom Prison Blues by Small Town Titans,0.9657680241388048,0.9589298234713745,0.970510743134365,0.9487028602845304,0.953572958179352,0.9548774014609862
Dem Beats by Todrick Hall,0.9574229991144931,0.9514654251919139,0.9643003451869865,0.9451862244567666,0.9511221722252852,0.9491600152029236
Stranger by Sarah Grace,0.9575478659463997,0.9505295819989281,0.961483238036029,0.9410097921058939,0.9503520885524908,0.9495427686491583
Somebody - Fluencee Remix by The Chainsmokers,0.9604070095648176,0.9552824350636281,0.9680889139761759,0.9429920413634638,0.9591652707416245,0.9518620328669691
Henry Don't Got Love by Le Butcherettes,0.9636150712613804,0.9578156710565557,0.9701596916438271,0.947754844131922,0.9586163642420853,0.9571746301381437
Catch Hell (feat. Katie Noel) by Adam Calhoun,0.9581955477055732,0.9505427114606328,0.9640204327014094,0.9504105965290068,0.9480098014328365,0.9512514866838245
Blast Off (feat. Pharrell Williams) by Gesaffelstein,0.9676772026002431,0.9574377427233585,0.9703626435714071,0.9488895860570399,0.9554706317696893,0.9538675359252595
Squalor Opera by Aborted,0.967515179589869,0.9620634956755115,0.969979171471424,0.950241297304113,0.955136192913591,0.9505597878130014
Rich (feat. Anndreyah Vargas) - Radio Edit by Cosmo Sheldrake,0.9608266726665089,0.9535607595757569,0.9645005493602045,0.941273862925116,0.9506529063316199,0.9466609299407504
Here With You by Nita Strauss,0.9666606604464048,0.958996663785765,0.9690845960136213,0.9496892283068912,0.9554781425843726,0.9529487902445467
Back Water Blues by Ally Venable Band,0.959752761690915,0.9554697326535835,0.9608530474355628,0.9424901606193805,0.942984846465634,0.9413962904689565
Simon Says by NCT 127,0.9590321347024553,0.9518659187192422,0.9664570128259822,0.9473916666718867,0.9500239871095861,0.9518197954788509
In the Church of Xul by Alla Xul Elu,0.9641333599591914,0.9576975461996209,0.9686243545060572,0.9483302135081615,0.9541343674991367,0.9516355583229206
Two High by Moon Taxi,0.9580742307532873,0.9501247242048938,0.957433597628401,0.9408030975919913,0.9332412264171683,0.9353434399618413
I'm Gonna Love You by The Steel Woods,0.9662800115234148,0.9575240327915832,0.9640002818839297,0.9522196242612926,0.9475485322626487,0.9450502797019791
Good and Gone by Larkin Poe,0.9580503262453977,0.9523989428494494,0.9611499618549952,0.9372979055728539,0.9501158302976123,0.945292917359861
Quand Vas Tu Rentrer by Melody's Echo Chamber,0.9611429200391028,0.9548341875598543,0.9571583386720363,0.9423791721100421,0.9514337038907446,0.9372068048776634
Always Focused by Tiny Moving Parts,0.9632324647215175,0.9535642303432421,0.9660239187597882,0.9420238399678169,0.9503078783648635,0.9490829975574233
"Body Operator Latin Remix (feat. Jeremih, French Montana & Black Point) by DJ SpinKing",0.9447414659136304,0.9368267663840677,0.9545891078420368,0.9386865220699562,0.9367628205997334,0.9470727666069314
Love Lives On by Dana Fuchs,0.9602788271983442,0.9539549287607617,0.9618453089910468,0.9413856685817623,0.9532545266010455,0.9475996745584393
I'm on Fire by Whitey Morgan and the 78's,0.9653159058648293,0.9550005088924001,0.9663747138236082,0.9446355286345347,0.9503662106569107,0.9464233167704466
Mother Blues by Ray Wylie Hubbard,0.967203535340855,0.9568095033899713,0.9636374950173152,0.9424457377001967,0.9497226347980547,0.943865151947101
Nothing Could Be Better by HOMESHAKE,0.9501865983657791,0.9378323772966795,0.9548282914526399,0.9298884089986539,0.9361748123134093,0.9444337032450925
Requiem by Enterprise Earth,0.9742127772295859,0.9637501251221414,0.9704415442444969,0.9460946824305154,0.9584142975335026,0.9516772873369042
"Behold, Malevolence by Enterprise Earth",0.9654955610147283,0.9609084854758705,0.9689283323324519,0.9515616423965028,0.9575372972262047,0.9504255572010861
These Heaux by Bhad Bhabie,0.9531634358024221,0.9465083467911405,0.9597893299719599,0.9402766418714213,0.9485523281224353,0.9465517382450775
Crazy Sexy Cool by ASTRO,0.9603393466821707,0.9534537062493651,0.9658177297021202,0.9514722585185014,0.9478793322157553,0.9507196568949888
My Lady's On Fire by Ty Segall,0.9650685135869688,0.9563950158167783,0.9635726661260234,0.9418245253444884,0.9519892027601327,0.946331363429503
Resting Place (To the Cross) by I AM THEY,0.9642935696843858,0.9551174886070659,0.9666636305885339,0.9400990960724165,0.9530478251079961,0.9492540425373963
Goo by Culture Abuse,0.9697218415015536,0.9585936311547472,0.96760616018264,0.9449879822254172,0.9528758918880009,0.9492523383084138
Lo Que La Vida Me Enseño by Chiquis Rivera,0.9549170474458266,0.9479956928737289,0.9607888310124819,0.9379334061125781,0.9450345165569549,0.9472525256772167
Spun by Chelsea Wolfe,0.9702332823866242,0.9657117724384778,0.9712444496420102,0.9562836060063802,0.9582323521437879,0.9514072086995926
Caroline by Colter Wall,0.9580500789560905,0.9470240887907158,0.9516523346099202,0.9313843413668764,0.9410598191701994,0.9323524568578135
Devil in Me by Last in Line,0.9586598751949309,0.9554292073588034,0.9624659484924014,0.9433377502812077,0.9461397840587409,0.9446837907396615
Juno by TesseracT,0.9712265003149227,0.9638680616117614,0.974663489808377,0.951825636407579,0.9628939731533377,0.9587807206964507
GHOST by Witt Lowry,0.961185880841104,0.9546089692495066,0.9690324928628462,0.9509198815492509,0.9524379420337674,0.9553153148434526
Paradis Perdus by Christine and the Queens,0.9627519348426352,0.9552933153197992,0.9681492791682379,0.9486809620322871,0.9491822566312419,0.9531576067904456
From Hell with Love by Beast In Black,0.965729455967531,0.9568768142674243,0.9668662568923085,0.9451827171863385,0.9514461726406365,0.9481278848367898
The Magdalene by Foxing,0.963024957729026,0.9539945664692007,0.9590659741363431,0.9365658422442595,0.9501137619635858,0.9383874067446363
One Me (feat. Sada Baby) by OMB Peezy,0.9511950499531459,0.9442292512838872,0.9588799617905008,0.9361365900274748,0.9421155162832807,0.9454801793472823
Bloodline Lullaby by Otherwise,0.9617009321894349,0.9550350441578047,0.9589895283435178,0.9394693808229413,0.9513228884998679,0.9385088096862452
The Waves Have Come by Chelsea Wolfe,0.9691205575526829,0.9612041345546036,0.9723791841795876,0.9492515610961026,0.9551328628087186,0.9539006213575866
Bottled Up - Versão Portuguesa by Dinah Jane,0.9565266559923062,0.949176247186639,0.9620245581639888,0.9396263388918318,0.9455619064975712,0.9468747227844379
The Eagle has Landed by Avatar,0.9617614713494324,0.9559537750380511,0.9650160742760014,0.9557079014228065,0.9480601065799211,0.9463383818476769
Keep on Keepin' On by Brian Grilli,0.9702858900569278,0.9601644491672858,0.9676836638964867,0.9482152093994106,0.9541298776268106,0.9464819103519078
Into the Marshlands by Thou,0.9718164469708027,0.9639115500134118,0.9740593914400386,0.9501169834010289,0.9613279193872906,0.9565588292284575
Knifeman by The Bronx,0.9686595988740152,0.9615646699009757,0.9738720787544038,0.9514906564674912,0.9563840809632577,0.9583361011718579
Graveyard by The Devil Makes Three,0.9597255355481091,0.9514654471378085,0.962314190200438,0.9411801429332062,0.9443786478336907,0.9468626167898488
Rewrite The Stars by Zac Efron,0.9652749396566742,0.9567123130788763,0.9729232159591454,0.9486555056377628,0.9583695009233344,0.9582559828200636
Back on My Trail by Revolution Saints,0.9645472482874677,0.9571977389718421,0.9654237283375904,0.9421718630526841,0.9533993643137582,0.9500701656777356
18 by Landon Cube,0.9714108879347265,0.9596034582381656,0.9704866679411275,0.9528582363443853,0.9548098986362503,0.9551683006955571
What Am I Here For by Jade Bird,0.9522884231007482,0.9460260716748237,0.9559150941249599,0.9491891573034319,0.9319986177966803,0.9405148725648569
Ten Years by The Black Lillies,0.967885067200436,0.9595551673877727,0.9692445158704808,0.9458353119972516,0.9530692109346053,0.9500996419935761
I'll Still Stay Down by Tammy Rivera,0.9547599584208294,0.9447503100308448,0.9641164540360259,0.9375997917860265,0.9540097835772628,0.954645827583284
Morton's by Derez De’Shon,0.9597151539407615,0.9499612184896885,0.9683392131076589,0.945542317598118,0.9561504667941166,0.9580282974509242
Moving Boxes by With Confidence,0.9630439007507583,0.9565769143947396,0.9679180598617021,0.9445470535410652,0.951168490602019,0.9498765986565677
Whiskey by Trampled by Turtles,0.9597242436099469,0.9480108762024584,0.9550255355227296,0.932230066406031,0.9447374645584774,0.935713866489151
Happiness by Rex Orange County,0.9557759628207314,0.9470367210119441,0.951267695576469,0.9336787844811458,0.9398982212173784,0.9326912179350897
All Wordz Are Made Up by The Voidz,0.9638165101459074,0.9563643268074594,0.9631634817216161,0.9437845914315399,0.9519359993277303,0.9419393966462939
아 왜 I Wait by Day6,0.964730442831235,0.9589121834793605,0.9696257631444267,0.9474950027041619,0.9549115243373063,0.9524586090819633
Feelings by Lennon Stella,0.9615393765123297,0.9494250780686301,0.9698515077160599,0.9464321603509929,0.9522439731512813,0.958968457473419
Pyramid of Bones by The Voidz,0.9633596446961226,0.9574082934362618,0.964458053307146,0.9399699227332168,0.9540997006497616,0.9454064105472946
Shoulder The Weight by Justin Courtney Pierre,0.9676488104466262,0.9611223392932182,0.9702688713953184,0.945646935806316,0.9570121636033003,0.9524537787675212
Peace Sign (feat. Dave East) by Sevyn Streeter,0.9611768486914576,0.9515172098711437,0.9615085083684384,0.9382593083582553,0.9498498006157271,0.9441269532985158
Comin' Home by Murder By Death,0.9702869788843678,0.9615542092509187,0.9710802232455745,0.953104089432391,0.9573062533373751,0.9539291468350328
Why Does the Wind? by Tracey Thorn,0.965160246509438,0.9549010327724792,0.9668228263733267,0.9410289031626322,0.9513431113563157,0.9496215708142014
Irreversible by Erra,0.9669287124111705,0.9583182071334219,0.970055349394406,0.947922007086992,0.9565041551321907,0.9533658344978959
Two Hearts Down by The Black Lillies,0.9687531362576071,0.9594787631971603,0.9681625199249273,0.948961561317897,0.9569550904058821,0.9507844646754171
Good At by Megan Thee Stallion,0.9613501993218949,0.9494963193635833,0.9688799822024633,0.9465623207351506,0.9518761821924199,0.9562045543248338
Night by Zola Jesus,0.9681279616494542,0.9582279245990535,0.9668243233350167,0.9424172258776544,0.9540780224064771,0.9496333757386922
The Wolves Have Returned by Nahko and Medicine for the People,0.9607117972452248,0.9477497768147558,0.955186695149948,0.9270087386250566,0.9466099880169521,0.931736259559389
Yr Body Is Nothing by Boy Harsher,0.9620389858461308,0.9522436290951268,0.9626554660458294,0.9462167036137928,0.9466515845739009,0.9460526119633165
Another Life by RÜFÜS DU SOL,0.967514461709061,0.9558936994087899,0.9704166917594564,0.9515219246726679,0.9544229864702829,0.9571144599565709
Is This Love by Demetria McKinney,0.956656387156893,0.9475658947442153,0.9677630093013252,0.9471480763674985,0.9492407254695849,0.9549928055801827
"Hello, Good Night by The Aquabats!",0.9642137925700344,0.9601087180926743,0.9662452983304123,0.9536586082888756,0.9460527245191418,0.9458312632974972
Call Me Up by HOMESHAKE,0.959771043519378,0.9478493432658518,0.9646521426983103,0.9381084744407753,0.9465757159190158,0.9501681992116874
Thinking About You by Typhoon,0.9673895229206306,0.9566592239187903,0.9652580785707195,0.9314192428465091,0.9553555160493064,0.9463831816047461
Walking Trophy - Toddla T Remix by HoodCelebrityy,0.9545430038432726,0.9444129050864153,0.963700261904666,0.9421710022623586,0.9444525858863485,0.9535029615322976
Spy Kid by Chief Keef,0.9557149245637402,0.9451677957537118,0.964719962631178,0.9423469583431352,0.9508211977748776,0.9536856771875316
MissUnderstood by New Years Day,0.9601262117254964,0.95327611561794,0.968929180608296,0.9454608621614551,0.9502006680028682,0.9551298471406806
895 by Pianos Become The Teeth,0.9725158964330683,0.9634068159048543,0.9675500751763904,0.9434730741242188,0.952893308563348,0.9445798335278541
Broken World by The Interrupters,0.9637797680929351,0.9576025506694672,0.9666388823142733,0.9445392147269656,0.953280043785143,0.9497440013038643
Light Bulb (feat. Sauce Walka) by Sosamann,0.9481111483103992,0.9398281731465121,0.9563286061444046,0.9381147579845478,0.9437628450683919,0.9434227730142041
Lonely Is A Lifetime by The Wild Feathers,0.950500272592127,0.9434433532906675,0.9578021072511682,0.9369690808344671,0.9371337315145878,0.9457101128300953
The Moor You Know by Big Business,0.9662621339864966,0.9584060263248535,0.9639830908492031,0.937940220463827,0.956406325053169,0.9461185668150094
Nothing You Can Do To Me (feat. Walter Delgado) by Stick To Your Guns,0.9665196350166876,0.9623219545957388,0.9697882454306749,0.9500036285787969,0.9579688873620706,0.9519751006680601
Come to Me Now by Kevin Morby,0.9633116449556283,0.9586858820439272,0.9572153542987075,0.9485658388577607,0.9420829016689395,0.9336955811041908
Before the Water Gets Too High by Parquet Courts,0.9612961964099987,0.9544888607912956,0.9580803323864615,0.9367677441616468,0.9472830151401357,0.9378380262351047
En Ti Estoy Firme (Live) by Bethel Music,0.9699845852399314,0.9603104241678413,0.9712256619222159,0.9467320837632609,0.9602071396505276,0.9563101216677199
Space & Time by Wolf Alice,0.9648109905109941,0.9633584915222024,0.9687637338209809,0.959946835943345,0.9503114687725223,0.9494483600849428
Alpine Star by William Tyler,0.9700039622679366,0.9576837280652182,0.9668041842237045,0.9406254643560847,0.9559067745147201,0.9480034294639901
None'ya by Hayes Carll,0.9591738597522429,0.9521701591582845,0.960509139450612,0.9537621529140456,0.9404555769743654,0.9439333177912342
Carry The Weight by Thousand Below,0.9600589539397261,0.9588661113894643,0.9639985782425983,0.9485268411404792,0.9490137149381439,0.9448863946231514
Too Bad by Rival Sons,0.9626882338848246,0.9556716502860928,0.9684290415639463,0.9423374675254723,0.9558296292022883,0.9524254823897248
Crime Spree by Masked Intruder,0.9686171904323482,0.9610321934320507,0.9691356625537076,0.9482648974372432,0.9583429647789391,0.9523644668119545
Bonfires and Tailgates by Colt McBee,0.9661886978353522,0.9598971500471141,0.9707285217375027,0.9569578552011144,0.9503098869324427,0.9534163062020429
Human Performance by Parquet Courts,0.9503978505986103,0.9495349244773619,0.9482957336996325,0.9547023008302098,0.928001905187178,0.9233148543181409
So Much Love To Give by The Glorious Sons,0.97087628319092,0.9616943470901764,0.9724874516322601,0.9503305495150955,0.9556961135882647,0.9562205647896906
"The Other Side (From ""Sierra Burgess Is a Loser"") by Betty Who",0.9630976145658902,0.9544270482752292,0.9680381346029336,0.95358368805414,0.9468218049875561,0.9533676482196461
Eye Of The Storm by ONE OK ROCK,0.9627411777646162,0.9577719961455033,0.9658697862418679,0.9431900251652955,0.9554953295711885,0.9497972509994635
Somewhere a Judge by Hop Along,0.9644446712881756,0.9573012041271627,0.968569872314547,0.9547360964484272,0.9487745587872485,0.9526713449313893
Locked out of Paradise by Revolution Saints,0.9639431196489416,0.9557214899438895,0.9650338720102911,0.942188958123559,0.9529856623583927,0.9490736825113661
Tempted to Touch by Beres Hammond,0.9502879513487931,0.9453218957088054,0.9615834362985998,0.9385236576804213,0.9497424279382463,0.9510657210046813
The Bigger Picture by Judy Pancoast,0.9595947855869623,0.9491705758501148,0.9592628130271487,0.9384627370551143,0.9467375987588572,0.9424670637296811
My Motto by Jade Bird,0.965928614537931,0.9545551866203592,0.9685203554001243,0.9461635544943813,0.9489755894702795,0.9528365190639971
She Can’t Leave Me Here Alone Tonight by HOMESHAKE,0.960402995644447,0.9526853255142519,0.9624269473140553,0.9455556923664454,0.9451713619911117,0.9465541023925219
Yes by The Showers,0.9652782895840751,0.9561677671790504,0.9690019529626381,0.9448614640320903,0.9527489250941608,0.9523959284496277
Live in Dreams by Wild Nothing,0.9669665450217053,0.9562393599411215,0.9634870854490465,0.9437615364655912,0.9449475454576288,0.9447214942568418
